Symbol,Volatility,Risk_Rating
DHI,0.03818932040935771,4
DHR,0.03653910681998306,4
DIS,0.02949518920927505,4
DLR,0.02814057397267556,4
DLTR,0.03619293956915252,4
DOC,0.03154225421271182,4
DOV,0.029088435225197787,4
DOW,0.04092429697570322,4
DPZ,0.030638416518810233,4
DRI,0.03848221800744101,4
DTE,0.0224050662238949,4
DUK,0.02083052480167171,4
DVA,0.03403093630702561,4
DVN,0.05787295642080691,5
DXCM,0.05418714154052782,5
EA,0.031349368534591096,4
EBAY,0.031053924694130368,4
ECL,0.02442753266678377,4
ED,0.02169402709401929,4
EFX,0.03248342093592392,4
EG,0.026319718608726422,4
EIX,0.02773314415233813,4
EL,0.03115526452884628,4
ELV,0.02899081511141753,4
EMN,0.03432851979789162,4
EMR,0.028847493287476378,4
ENPH,0.09554786171594871,5
EOG,0.044840779763148264,4
EPAM,0.04929801876422448,4
EQIX,0.02717036585073442,4
EQR,0.025288847201237308,4
EQT,0.0558848185439995,5
ERIE,0.028283310474339175,4
ES,0.023438846912336532,4
ESS,0.02683411801942411,4
ETN,0.02833543358346489,4
ETR,0.023745314765280936,4
EVRG,0.023517435401652895,4
EW,0.035267535697486495,4
EXC,0.025127639760790417,4
EXPD,0.024579260682364882,4
EXPE,0.04778976063897414,4
EXR,0.029040829976883037,4
F,0.040361721279926654,4
FANG,0.05663981491391639,5
FAST,0.02710003315844562,4
FCX,0.0612295920347854,5
FDS,0.025364688016881933,4
FDX,0.03465006393837364,4
FE,0.026399978078054727,4
FFIV,0.031459857924266386,4
FI,0.024170829520057686,4
FICO,0.0359502997200248,4
FIS,0.028917556622470038,4
FITB,0.03906869661272076,4
FMC,0.03517677841830325,4
FOX,0.033510585806965074,4
FOXA,0.03398691571432168,4
FRT,0.030918148908955303,4
FSLR,0.055713951513535115,5
FTNT,0.04225600042560069,4
FTV,0.02968640853234649,4
GD,0.023652348722602835,4
GDDY,0.0380947087920003,4
GE,0.038312621814320255,4
GEHC,0.030355892587504398,4
GEN,0.036486798489238456,4
GEV,0.044407758177336,4
GILD,0.02811820304614269,4
GIS,0.021914819559736107,4
GL,0.030724845200476407,4
GLW,0.031193647986517768,4
GM,0.0395677879789272,4
GNRC,0.04592498208734241,4
GOOG,0.028672748344410647,4
GOOGL,0.028681796855941643,4
GPC,0.026110125856660053,4
GPN,0.03350788138185253,4
GRMN,0.02834481484290415,4
GS,0.031080240448448246,4
GWW,0.029919439121776435,4
HAL,0.05431378330820777,5
HAS,0.03860118793822847,4
HBAN,0.03616069581577867,4
HCA,0.03568375819842088,4
HD,0.026601465202473914,4
HES,0.048630225377629004,4
HIG,0.02865281148753417,4
HII,0.030168648742899176,4
HLT,0.03268822492375755,4
HOLX,0.03029461113460087,4
HON,0.023450977723605455,4
HPE,0.0391661991141203,4
HPQ,0.03620876133227534,4
HRL,0.022866952503473814,4
HSIC,0.026879121746918304,4
HST,0.03565605972697804,4
HSY,0.02131417874631532,4
HUBB,0.028646960162258216,4
HUM,0.034092388649577164,4
HWM,0.0457544288519063,4
IBM,0.02524154852616785,4
ICE,0.023226571878198606,4
IDXX,0.034488793488437315,4
IEX,0.023856659249566967,4
IFF,0.030864883275477834,4
INCY,0.042902638954277,4
INTC,0.03829824760408826,4
INTU,0.03083932249284392,4
INVH,0.02828512471488719,4
IP,0.03146447982616956,4
IPG,0.03093483819814687,4
IQV,0.0316866722730447,4
IR,0.040011036998755134,4
IRM,0.030784457269750244,4
ISRG,0.03479452820317534,4
IT,0.03276336013465556,4
ITW,0.023734648784599993,4
IVZ,0.03894434697436253,4
J,0.029872814225968086,4
JBHT,0.02863047486474765,4
JBL,0.03832858521440892,4
JCI,0.029518817366919182,4
JKHY,0.02271568711172204,4
JNJ,0.01875652696681942,4
JNPR,0.0302757001843184,4
JPM,0.028427218380976935,4
K,0.022823202708069697,4
KDP,0.025100282370934535,4
KEY,0.041085989905377346,4
KEYS,0.03280681429903967,4
KHC,0.029652023701185526,4
KIM,0.037987847182985326,4
KKR,0.038119842213079964,4
KLAC,0.037695165575251446,4
KMB,0.020460720883316533,4
KMI,0.03451544817298229,4
KMX,0.04149415274197263,4
KO,0.018990030126255848,4
KR,0.029531886094360183,4
KVUE,0.0265302070287523,4
L,0.024444701571609266,4
LDOS,0.030734640762154198,4
LEN,0.03890066995139529,4
LH,0.02832591924132758,4
LHX,0.027619560714576497,4
LIN,0.023458803286669855,4
LKQ,0.034819930399577995,4
LLY,0.028474969647116266,4
LMT,0.02394056158068357,4
LNT,0.021317527420894312,4
LOW,0.031207210707381344,4
LRCX,0.04307877298970634,4
LULU,0.04430900733290437,4
LUV,0.03931921495277157,4
LVS,0.04179854610261194,4
LW,0.03732215488781399,4
LYB,0.038866766824969874,4
LYV,0.042753336168233645,4
MA,0.026759626268424066,4
MAA,0.02508088886416344,4
MAR,0.03591839307130159,4
MAS,0.029949291992400286,4
MCD,0.020893463139530326,4
MCHP,0.03934150771932616,4
MCK,0.02990689804685731,4
MCO,0.027678306669948197,4
MDLZ,0.021119259675534602,4
MDT,0.0234497317767318,4
MET,0.03300098544555634,4
META,0.038604968729008315,4
MGM,0.05289118874957707,5
MHK,0.04263521207467863,4
MKC,0.023690649466735873,4
MKTX,0.035873031793544015,4
MLM,0.033418843915002244,4
MMC,0.020042959066039538,4
MMM,0.025834519163971743,4
MNST,0.029375734170913916,4
MO,0.024413628774181094,4
MOH,0.042721353828709854,4
MOS,0.04812982829402247,4
MPC,0.04572964064643895,4
MPWR,0.041778645525168585,4
MRK,0.022604296694164583,4
MRNA,0.09194949592017308,5
MRO,0.05980037519088093,5
MS,0.03370017878453922,4
MSCI,0.0307908538027514,4
MSFT,0.025791933345281383,4
MSI,0.025363800681037656,4
MTB,0.03192549559395558,4
MTCH,0.04893191924918686,4
MTD,0.029059482718843527,4
MU,0.052277158043117895,5
NCLH,0.0675854405216958,5
NDAQ,0.024146744061699477,4
NDSN,0.03011794662254454,4
NEE,0.024951740010122826,4
NEM,0.04060524243928903,4
NFLX,0.0503143847424479,5
NI,0.02329126453632402,4
NKE,0.030730423828940204,4
NOC,0.024514762569810125,4
NOW,0.04071406796387896,4
NRG,0.04318400210226534,4
NSC,0.02921787698445542,4
NTAP,0.0356149682031541,4
NTRS,0.03059267437059589,4
NUE,0.03953959297053988,4
NVDA,0.05223828100764961,5
NVR,0.03154463217644198,4
NWS,0.03311806272402467,4
NWSA,0.033115011310616844,4
NXPI,0.039118560051886846,4
O,0.026961493385011782,4
ODFL,0.03304619761776685,4
OKE,0.0487626574315368,4
OMC,0.026352151929860065,4
ON,0.05226551406785071,5
ORCL,0.027709866657489868,4
ORLY,0.026793519344413787,4
OTIS,0.026066732414829447,4
OXY,0.053574173354247696,5
PANW,0.0440461062983244,4
PARA,0.051492090966635116,5
PAYC,0.05037678110109018,5
PAYX,0.0239622652163763,4
PCAR,0.02655199087315426,4
PCG,0.0629903790312777,5
PEG,0.02369500489144237,4
PEP,0.017196213386317848,4
PFE,0.025548357854995925,4
PFG,0.03412666421985864,4
PG,0.01766839808706575,4
PGR,0.022342197685385534,4
PH,0.03433778583626721,4
PHM,0.03898591196196288,4
PKG,0.029350377015192632,4
PLD,0.028147248379265404,4
PLTR,0.08679050684768018,5
PM,0.025231010074727493,4
PNC,0.02972754422321897,4
PNR,0.031545321883390515,4
PNW,0.024552581746147065,4
PODD,0.04921369501254537,4
POOL,0.029196630942454935,4
PPG,0.028335600021129937,4
PPL,0.02393985876287522,4
PRU,0.034266010130277906,4
PSA,0.02473602140503768,4
PSX,0.038894446765558845,4
PTC,0.033560556587836375,4
PWR,0.03581508670573336,4
PYPL,0.04041826695369096,4
QCOM,0.03867241373256049,4
QRVO,0.043492089604777184,4
RCL,0.06057354210632695,5
REG,0.03062922720302305,4
REGN,0.035832750740740535,4
RF,0.039373511078869716,4
RJF,0.032636470687751516,4
RL,0.04134232019839512,4
RMD,0.03197892934566652,4
ROK,0.03011204699581359,4
ROL,0.02604247990646594,4
ROP,0.0224898273644218,4
ROST,0.03316121768518206,4
RSG,0.018422648193422302,4
RTX,0.028636543313534796,4
RVTY,0.0315428195318578,4
SBAC,0.028666822506256878,4
SBUX,0.028105331960869326,4
SCHW,0.03740413356647129,4
SHW,0.026333806847790013,4
SJM,0.023047043148363873,4
SLB,0.045291206928949744,4
SMCI,0.06917182965911325,5
SNA,0.026481368486806423,4
SNPS,0.030625387830262665,4
SO,0.020490788484381663,4
SOLV,0.03927488627484292,4
SPG,0.04010467304772706,4
SPGI,0.025906177028191323,4
SRE,0.024737987190074362,4
STE,0.027643400447823496,4
STLD,0.04317780522695834,4
STT,0.03579172177350322,4
STX,0.04373490319277772,4
STZ,0.027030339433629823,4
SW,0.05889349967073932,5
SWK,0.034852301507112424,4
SWKS,0.0399877580506387,4
SYF,0.04173990664042725,4
SYK,0.02561164979000125,4
SYY,0.033369857090777694,4
T,0.023548667514237807,4
TAP,0.030779482499331982,4
TDG,0.03591256533753166,4
TDY,0.029697154092341208,4
TECH,0.03343543724551069,4
TEL,0.029062401672448633,4
TER,0.040709443497374084,4
TFC,0.03396951173028089,4
TFX,0.030441089653858097,4
TGT,0.03335024294940785,4
TJX,0.027304395554750744,4
TMO,0.025026377914496696,4
TMUS,0.026982224527595623,4
TPR,0.04488709436347297,4
TRGP,0.06226661049644905,5
TRMB,0.038076682832659,4
TROW,0.02824506580208723,4
TRV,0.023814323369361363,4
TSCO,0.03153129442360099,4
TSLA,0.06714367041833483,5
TSN,0.033238191369952985,4
TT,0.0290986913295626,4
TTWO,0.03481012945142806,4
TXN,0.02536960934009545,4
TXT,0.034533433848545465,4
TYL,0.03043086654506233,4
UAL,0.05513570703910925,5
UBER,0.06313990753657481,5
UDR,0.026012937772752674,4
UHS,0.03539421908365399,4
ULTA,0.04187841371913061,4
UNH,0.026565155050828213,4
UNP,0.027090978560835373,4
UPS,0.02721551126813735,4
URI,0.04841065879780303,4
USB,0.029612078660062584,4
V,0.024110883405422296,4
VICI,0.03741727898820503,4
VLO,0.04363012780441408,4
VLTO,0.022865457937521712,4
VMC,0.03161234122703802,4
VRSK,0.0229021290649334,4
VRSN,0.026466833020660687,4
VRTX,0.03958079854519118,4
VST,0.043661128958160544,4
VTR,0.04216380949720772,4
VTRS,0.04250340823830178,4
VZ,0.020543612311834967,4
WAB,0.03480312303964564,4
WAT,0.028681500235835714,4
WBA,0.0330516399424157,4
WBD,0.048802404234920764,4
WDC,0.05199636873984339,5
WEC,0.02211030194424651,4
WELL,0.03608501978420155,4
WFC,0.032905831424854454,4
WM,0.01874792326481512,4
WMB,0.044260342673988116,4
WMT,0.020736004434445846,4
WRB,0.024296507252139103,4
WST,0.030507974772473263,4
WTW,0.02380891866425696,4
WY,0.032566282383560304,4
WYNN,0.05785790608995103,5
XEL,0.021697842433056006,4
XOM,0.030171133933067452,4
XYL,0.028336942690360044,4
YUM,0.024782303716933872,4
ZBH,0.029887204518632773,4
ZBRA,0.04272632036430026,4
ZTS,0.026914473141965236,4
