crypto_name,datetime,close,volume,close_pct_change,risk_rating
AAVEUSDT,2021-11-08,315.1,1027031.816,3.5151116951379846,5
AAVEUSDT,2021-12-06,179.9,1036293.279,-42.907013646461444,5
AAVEUSDT,2022-01-03,209.5,1423819.858,16.45358532518064,5
AAVEUSDT,2022-01-31,173.5,682778.724,-17.183770883054894,5
AAVEUSDT,2022-02-28,116.7,1332954.841,-32.737752161383284,5
AAVEUSDT,2022-03-28,243.0,3482271.694,108.22622107969151,5
AAVEUSDT,2022-04-25,146.5,1739569.199,-39.711934156378604,5
AAVEUSDT,2022-05-23,95.5,2395439.969,-34.81228668941979,5
AAVEUSDT,2022-06-20,65.5,2993273.735,-31.413612565445025,5
AAVEUSDT,2022-07-18,90.6,1923038.607,38.320610687022885,5
AAVEUSDT,2022-08-15,86.0,1419269.014,-5.077262693156726,5
AAVEUSDT,2022-09-12,73.0,1360298.115,-15.116279069767447,5
AAVEUSDT,2022-10-10,75.8,445734.773,3.835616438356171,5
AAVEUSDT,2022-11-07,56.6,2816269.34,-25.32981530343007,5
AAVEUSDT,2022-12-05,59.6,576703.662,5.300353356890453,5
AAVEUSDT,2023-01-02,59.3,662042.878,-0.5033557046979942,5
AAVEUSDT,2023-01-30,85.7,1196296.459,44.51939291736933,5
AAVEUSDT,2023-02-27,75.0,528461.021,-12.48541423570595,5
AAVEUSDT,2023-03-27,73.0,548105.138,-2.6666666666666616,5
AAVEUSDT,2023-04-24,70.2,354324.911,-3.8356164383561597,5
AAVEUSDT,2023-05-22,69.0,258424.237,-1.7094017094017144,5
AAVEUSDT,2023-06-19,68.76,1695836.074,-0.3478260869565153,5
AAVEUSDT,2023-07-17,72.28,842468.134,5.119255381035481,5
AAVEUSDT,2023-08-14,57.12,721031.873,-20.973990038738243,5
AAVEUSDT,2023-09-11,59.34,665881.454,3.886554621848748,5
AAVEUSDT,2023-10-09,63.96,292398.605,7.785642062689591,5
AAVEUSDT,2023-11-06,99.86,2703598.535,56.12883051907443,5
AAVEUSDT,2023-12-04,97.98,1215988.054,-1.8826356899659502,5
AAVEUSDT,2024-01-01,94.94,1196105.17,-3.1026740151051335,5
AAVEUSDT,2024-01-29,83.24,1442246.547,-12.3235727828102,5
AAVEUSDT,2024-02-26,112.65,1722432.343,35.33157135992313,5
ACEUSDT,2024-01-15,8.2744,19130344.3,-34.68833618804808,5
ACEUSDT,2024-02-12,10.255,21228228.9,23.936478777917447,5
ACHUSDT,2022-02-07,0.04334,2652875934.0,-24.639193183794127,5
ACHUSDT,2022-03-07,0.03947,371360445.0,-8.92939547761883,5
ACHUSDT,2022-04-04,0.03792,697838390.0,-3.927033189764373,5
ACHUSDT,2022-05-02,0.02208,2128466618.0,-41.77215189873419,5
ACHUSDT,2022-05-30,0.01527,876531719.0,-30.842391304347817,5
ACHUSDT,2022-06-27,0.01204,1569029680.0,-21.15258677144728,5
ACHUSDT,2022-07-25,0.01589,3294718309.0,31.976744186046524,5
ACHUSDT,2022-08-22,0.01298,629691049.0,-18.313404657016996,5
ACHUSDT,2022-09-19,0.01176,1612505290.0,-9.399075500770415,5
ACHUSDT,2022-10-17,0.01121,1749591837.0,-4.676870748299322,5
ACHUSDT,2022-11-14,0.00946,1308786500.0,-15.611061552185546,5
ACHUSDT,2022-12-12,0.00776,1628385780.0,-17.970401691331915,5
ACHUSDT,2023-01-09,0.0091,1337260739.0,17.268041237113408,5
ACHUSDT,2023-02-06,0.01568,3054980442.0,72.30769230769229,5
ACHUSDT,2023-03-06,0.02873,4963638092.0,83.22704081632652,5
ACHUSDT,2023-04-03,0.04117,7527219773.0,43.29968673860076,5
ACHUSDT,2023-05-01,0.02654,1403391064.0,-35.53558416322564,5
ACHUSDT,2023-05-29,0.0273,3081644845.0,2.8636021100226117,5
ACHUSDT,2023-06-26,0.01996,1516887399.0,-26.88644688644689,5
ACHUSDT,2023-07-24,0.01807,788359059.0,-9.468937875751504,5
ACHUSDT,2023-08-21,0.0137,962343144.0,-24.18372993912562,5
ACHUSDT,2023-09-18,0.01506,2944522499.0,9.927007299270073,5
ACHUSDT,2023-10-16,0.01371,804295562.0,-8.964143426294823,5
ACHUSDT,2023-11-13,0.01965,2346098878.0,43.32603938730855,5
ACHUSDT,2023-12-11,0.02042,2052657217.0,3.918575063613239,5
ACHUSDT,2024-01-08,0.01857,1621069132.0,-9.059745347698344,5
ACHUSDT,2024-02-05,0.01847,983508839.0,-0.5385029617662851,5
ACHUSDT,2024-03-04,0.03349,4585032771.0,81.32106118029236,5
ADAUSDT,2018-05-14,0.25556,351300182.6,-9.247159090909097,5
ADAUSDT,2018-06-11,0.16044,783679652.73,-37.22022225700423,5
ADAUSDT,2018-07-09,0.14227,750137027.8,-11.3251059586138,5
ADAUSDT,2018-08-06,0.11153,944960119.05,-21.606803964293242,5
ADAUSDT,2018-09-03,0.07601,1098760009.7,-31.84793329149108,5
ADAUSDT,2018-10-01,0.08464,895800319.9,11.353769240889378,5
ADAUSDT,2018-10-29,0.0773,349111415.3,-8.672022684310033,5
ADAUSDT,2018-11-26,0.04187,1449985291.8,-45.83441138421733,5
ADAUSDT,2018-12-24,0.04263,1561710724.2,1.8151421065201845,5
ADAUSDT,2019-01-21,0.04087,542351906.6,-4.128547970912511,5
ADAUSDT,2019-02-18,0.04156,1404387718.7,1.6882799119158465,5
ADAUSDT,2019-03-18,0.06151,2102835553.4,48.00288739172282,5
ADAUSDT,2019-04-15,0.0733,829907323.8,19.16761502194766,5
ADAUSDT,2019-05-13,0.08613,2036803931.9,17.503410641200535,5
ADAUSDT,2019-06-10,0.09189,1302194687.3,6.687565308254961,5
ADAUSDT,2019-07-08,0.05923,734939667.1,-35.54249646316248,5
ADAUSDT,2019-08-05,0.05472,759946940.7,-7.61438460239744,5
ADAUSDT,2019-09-02,0.04657,578809275.7,-14.894005847953217,5
ADAUSDT,2019-09-30,0.03881,926496836.4,-16.66308782477991,5
ADAUSDT,2019-10-28,0.04168,968423582.4,7.395001288327752,5
ADAUSDT,2019-11-25,0.03956,1417313809.5,-5.086372360844537,5
ADAUSDT,2019-12-23,0.03412,638223106.4,-13.751263902932253,5
ADAUSDT,2020-01-20,0.04477,1247978950.5,31.213364595545134,5
ADAUSDT,2020-02-17,0.06145,1920438709.8,37.25709180254635,5
ADAUSDT,2020-03-16,0.02703,3278422128.1,-56.01301871440195,5
ADAUSDT,2020-04-13,0.03549,1330456585.2,31.298557158712548,5
ADAUSDT,2020-05-11,0.05129,2009114846.6,44.519582981121445,5
ADAUSDT,2020-06-08,0.07642,2037215754.2,48.99590563462664,5
ADAUSDT,2020-07-06,0.12685,5415936984.5,65.99057838262235,5
ADAUSDT,2020-08-03,0.14512,2227892199.3,14.402837997635022,5
ADAUSDT,2020-08-31,0.0926,3616688513.2,-36.19073869900772,5
ADAUSDT,2020-09-28,0.09686,2120714258.1,4.600431965442775,5
ADAUSDT,2020-10-26,0.09827,1532312898.8,1.4557092711129371,5
ADAUSDT,2020-11-23,0.16663,8369067993.9,69.56344764424544,5
ADAUSDT,2020-12-21,0.15467,4411414107.6,-7.177579067394824,5
ADAUSDT,2021-01-18,0.35345,4478058553.7,128.51878192280338,5
ADAUSDT,2021-02-15,1.09894,5163915970.53,210.91809308247278,5
ADAUSDT,2021-03-15,1.18561,5710415456.6,7.8866908111452805,5
ADAUSDT,2021-04-12,1.27693,4321705702.5,7.702364183837851,5
ADAUSDT,2021-05-10,2.3002,6666591737.5,80.13516794186056,5
ADAUSDT,2021-06-07,1.5566,2754349999.94,-32.327623684896956,5
ADAUSDT,2021-07-05,1.3485,1009982010.63,-13.368880894256707,5
ADAUSDT,2021-08-02,1.4255,1330679881.11,5.710048201705598,5
ADAUSDT,2021-08-30,2.91,1651793723.77,104.13889863205893,5
ADAUSDT,2021-09-27,2.251,1045428824.7,-22.646048109965644,5
ADAUSDT,2021-10-25,1.964,1324710688.2,-12.749888938249665,5
ADAUSDT,2021-11-22,1.594,1468440478.25,-18.839103869653762,5
ADAUSDT,2021-12-20,1.455,941744085.9,-8.720200752823082,5
ADAUSDT,2022-01-17,1.124,2812591704.12,-22.749140893470788,5
ADAUSDT,2022-02-14,0.931,890870858.4,-17.170818505338083,5
ADAUSDT,2022-03-14,0.879,757004959.6,-5.58539205155747,5
ADAUSDT,2022-04-11,0.914,563747252.0,3.981797497155859,5
ADAUSDT,2022-05-09,0.5981,3254890624.31,-34.56236323851204,5
ADAUSDT,2022-06-06,0.4904,2237445399.4,-18.00702223708409,5
ADAUSDT,2022-07-04,0.4624,1036801870.1,-5.709624796084833,5
ADAUSDT,2022-08-01,0.5276,870757221.7,14.100346020761245,5
ADAUSDT,2022-08-29,0.5035,1029309459.4,-4.567854435178164,5
ADAUSDT,2022-09-26,0.4194,783673518.2,-16.70307845084409,5
ADAUSDT,2022-10-24,0.4056,1237673246.5,-3.290414878397707,5
ADAUSDT,2022-11-21,0.3126,688589873.09,-22.928994082840237,5
ADAUSDT,2022-12-19,0.2591,513338630.86,-17.11452335252719,5
ADAUSDT,2023-01-16,0.3764,1073804634.2,45.2720957159398,5
ADAUSDT,2023-02-13,0.3995,909073432.4,6.137088204038266,5
ADAUSDT,2023-03-13,0.3448,1369200309.4,-13.692115143929918,5
ADAUSDT,2023-04-10,0.4513,1063487405.4,30.887470997679813,5
ADAUSDT,2023-05-08,0.3711,663541809.6,-17.7708841125637,5
ADAUSDT,2023-06-05,0.272,1724740908.2,-26.704392347076254,5
ADAUSDT,2023-07-03,0.2844,731168732.2,4.5588235294117485,5
ADAUSDT,2023-07-31,0.2923,435382628.8,2.77777777777779,5
ADAUSDT,2023-08-28,0.2559,515451853.4,-12.45295928840232,5
ADAUSDT,2023-09-25,0.2659,365038325.6,3.9077764751856314,5
ADAUSDT,2023-10-23,0.2954,683966091.5,11.094396389620155,5
ADAUSDT,2023-11-20,0.3873,689534863.8,31.110358835477303,5
ADAUSDT,2023-12-18,0.5919,1386662662.3,52.8272656855151,5
ADAUSDT,2024-01-15,0.5032,548193675.3,-14.985639466126033,5
ADAUSDT,2024-02-12,0.6193,1166049956.4,23.072337042925284,5
AGIXUSDT,2023-03-13,0.51672,1993926595.0,29.179999999999986,5
AGIXUSDT,2023-04-10,0.43862,450969988.0,-15.114568818702578,5
AGIXUSDT,2023-05-08,0.24558,376790985.0,-44.010761023209156,5
AGIXUSDT,2023-06-05,0.19999,359367505.0,-18.564215326981028,5
AGIXUSDT,2023-07-03,0.22832,255077929.0,14.165708285414258,5
AGIXUSDT,2023-07-31,0.20971,154365125.0,-8.15084092501751,5
AGIXUSDT,2023-08-28,0.18753,316898764.0,-10.576510419150253,5
AGIXUSDT,2023-09-25,0.19533,109328162.0,4.159334506478962,5
AGIXUSDT,2023-10-23,0.23856,459061317.0,22.13177699278144,5
AGIXUSDT,2023-11-20,0.30891,582193757.0,29.489436619718322,5
AGIXUSDT,2023-12-18,0.3333,244218061.0,7.895503544721749,5
AGIXUSDT,2024-01-15,0.27654,109893936.0,-17.029702970297024,5
AGIXUSDT,2024-02-12,0.45794,589929048.0,65.59629709987705,5
AGLDUSDT,2021-11-01,2.87,22753458.7,-16.835699797160242,5
AGLDUSDT,2021-11-29,1.637,32488203.0,-42.961672473867594,5
AGLDUSDT,2021-12-27,1.828,17348302.8,11.667684789248622,5
AGLDUSDT,2022-01-24,0.805,11180603.8,-55.96280087527352,5
AGLDUSDT,2022-02-21,1.177,79561781.7,46.2111801242236,5
AGLDUSDT,2022-03-21,1.769,27529689.4,50.29736618521663,5
AGLDUSDT,2022-04-18,1.082,55419323.6,-38.835500282645555,5
AGLDUSDT,2022-05-16,0.598,50681729.2,-44.731977818853984,5
AGLDUSDT,2022-06-13,0.298,39364997.5,-50.16722408026756,5
AGLDUSDT,2022-07-11,0.395,23180495.7,32.5503355704698,5
AGLDUSDT,2022-08-08,0.479,27471479.4,21.265822784810105,5
AGLDUSDT,2022-09-05,0.425,38685050.2,-11.27348643006263,5
AGLDUSDT,2022-10-03,0.324,20568539.3,-23.76470588235293,5
AGLDUSDT,2022-10-31,0.35,35949515.2,8.024691358024683,5
AGLDUSDT,2022-11-28,0.275,37063846.6,-21.42857142857142,5
AGLDUSDT,2022-12-26,0.273,8523673.0,-0.727272727272732,5
AGLDUSDT,2023-01-23,0.354,35257386.9,29.670329670329654,5
AGLDUSDT,2023-02-20,0.594,42130728.6,67.79661016949152,5
AGLDUSDT,2023-03-20,0.398,14682294.5,-32.99663299663299,5
AGLDUSDT,2023-04-17,0.44,15999633.3,10.552763819095468,5
AGLDUSDT,2023-05-15,0.377,16954258.4,-14.318181818181818,5
AGLDUSDT,2023-06-12,0.431,18076332.0,14.323607427055695,5
AGLDUSDT,2023-07-10,0.847,43396583.8,96.51972157772622,5
AGLDUSDT,2023-08-07,0.639,26176958.4,-24.557260920897285,5
AGLDUSDT,2023-09-04,0.542,110659227.8,-15.179968701095458,5
AGLDUSDT,2023-10-02,0.585,18684551.8,7.93357933579335,5
AGLDUSDT,2023-10-30,0.841,37504588.7,43.76068376068376,5
AGLDUSDT,2023-11-27,0.847,20708415.7,0.7134363852556502,5
AGLDUSDT,2023-12-25,1.228,39785642.7,44.9822904368359,5
AGLDUSDT,2024-01-22,1.064,16921449.8,-13.355048859934849,5
AGLDUSDT,2024-02-19,1.422,10297300.3,33.64661654135337,5
ALGOUSDT,2019-07-15,0.692,38679146.111,-64.21923474663909,5
ALGOUSDT,2019-08-12,0.676,33296395.418,-2.312138728323687,5
ALGOUSDT,2019-09-09,0.328,28104613.004,-51.4792899408284,5
ALGOUSDT,2019-10-07,0.251,59495286.489,-23.47560975609756,5
ALGOUSDT,2019-11-04,0.2674,54715459.459,6.53386454183269,5
ALGOUSDT,2019-12-02,0.2934,48492301.56,9.723261032161545,5
ALGOUSDT,2019-12-30,0.2294,19155275.75,-21.813224267211993,5
ALGOUSDT,2020-01-27,0.2528,43799538.72,10.200523103748926,5
ALGOUSDT,2020-02-24,0.3197,154027457.572,26.46360759493669,5
ALGOUSDT,2020-03-23,0.1441,88136423.75,-54.9264935877385,5
ALGOUSDT,2020-04-20,0.2257,98716347.96,56.62734212352534,5
ALGOUSDT,2020-05-18,0.1972,97256131.99,-12.627381479840505,5
ALGOUSDT,2020-06-15,0.2321,81151688.89,17.6977687626775,5
ALGOUSDT,2020-07-13,0.3883,336959660.36,67.29857819905212,5
ALGOUSDT,2020-08-10,0.6291,477764456.09,62.01390677311358,5
ALGOUSDT,2020-09-07,0.3774,166161906.89,-40.00953743443013,5
ALGOUSDT,2020-10-05,0.3319,104491693.55,-12.056173820879712,5
ALGOUSDT,2020-11-02,0.2667,131705123.8,-19.644471226272977,5
ALGOUSDT,2020-11-30,0.3367,232100278.37,26.24671916010499,5
ALGOUSDT,2020-12-28,0.4253,401292632.78,26.314226314226307,5
ALGOUSDT,2021-01-25,0.6516,351955614.9,53.20949917705149,5
ALGOUSDT,2021-02-22,1.0218,510885604.83,56.81399631675876,5
ALGOUSDT,2021-03-22,1.2354,299399114.55,20.904286553141517,5
ALGOUSDT,2021-04-19,1.0939,385519454.5,-11.453780152177428,5
ALGOUSDT,2021-05-17,0.8178,400005607.18,-25.239967090227633,5
ALGOUSDT,2021-06-14,0.9339,132249012.24,14.19662509170947,5
ALGOUSDT,2021-07-12,0.7981,74197444.37,-14.541171431630783,5
ALGOUSDT,2021-08-09,0.9951,321125208.11,24.683623606064398,5
ALGOUSDT,2021-09-06,2.3793,1719945886.013,139.1015978293639,5
ALGOUSDT,2021-10-04,1.765,463504491.0,-25.81851805152777,5
ALGOUSDT,2021-11-01,1.8664,187700592.0,5.745042492917851,5
ALGOUSDT,2021-11-29,1.765,469937266.0,-5.432918988426927,5
ALGOUSDT,2021-12-27,1.6734,286950466.0,-5.189801699716712,5
ALGOUSDT,2022-01-24,0.9447,287518432.0,-43.54607386159914,5
ALGOUSDT,2022-02-21,0.7978,272988765.94,-15.549910024346358,5
ALGOUSDT,2022-03-21,0.9493,309978615.0,18.989721734770626,5
ALGOUSDT,2022-04-18,0.7011,171998328.0,-26.145580954387448,5
ALGOUSDT,2022-05-16,0.4427,327877195.0,-36.856368563685635,5
ALGOUSDT,2022-06-13,0.3146,570363808.75,-28.936074090806418,5
ALGOUSDT,2022-07-11,0.3365,254443804.0,6.961220597584239,5
ALGOUSDT,2022-08-08,0.3639,245073181.0,8.142644873699844,5
ALGOUSDT,2022-09-05,0.3266,232334800.0,-10.250068700192362,5
ALGOUSDT,2022-10-03,0.3389,216777561.0,3.766074709124312,5
ALGOUSDT,2022-10-31,0.4025,674858203.0,18.766597816465058,5
ALGOUSDT,2022-11-28,0.2393,244925369.0,-40.546583850931675,5
ALGOUSDT,2022-12-26,0.1773,243667498.0,-25.90890096113665,5
ALGOUSDT,2023-01-23,0.2616,358318484.0,47.546531302876474,5
ALGOUSDT,2023-02-20,0.2553,286010030.0,-2.408256880733939,5
ALGOUSDT,2023-03-20,0.2105,370686059.0,-17.54798276537408,5
ALGOUSDT,2023-04-17,0.1881,436874319.0,-10.64133016627079,5
ALGOUSDT,2023-05-15,0.1616,178634062.0,-14.088250930356194,5
ALGOUSDT,2023-06-12,0.115,269807553.0,-28.836633663366328,5
ALGOUSDT,2023-07-10,0.1157,718879798.0,0.6086956521738962,5
ALGOUSDT,2023-08-07,0.1169,405702195.0,1.0371650821089151,5
ALGOUSDT,2023-09-04,0.0921,239141289.0,-21.214713430282295,5
ALGOUSDT,2023-10-02,0.1013,204194597.0,9.989142236699244,5
ALGOUSDT,2023-10-30,0.1212,684510745.0,19.64461994076998,5
ALGOUSDT,2023-11-27,0.1513,416980615.0,24.83498349834983,5
ALGOUSDT,2023-12-25,0.2229,452298190.0,47.323198942498344,5
ALGOUSDT,2024-01-22,0.1642,269613444.0,-26.334679228353508,5
ALGOUSDT,2024-02-19,0.2078,366673701.0,26.552984165651637,5
ALICEUSDT,2021-04-12,9.7706,23258483.56,-30.5137541603846,5
ALICEUSDT,2021-05-10,10.9934,30598872.44,12.51509630933616,5
ALICEUSDT,2021-06-07,6.0426,25615274.41,-45.03429330325468,5
ALICEUSDT,2021-07-05,7.0409,84483041.05,16.521033991990187,5
ALICEUSDT,2021-08-02,11.6323,77574778.97,65.21041344146347,5
ALICEUSDT,2021-08-30,18.79,53825331.48,61.53297284285995,5
ALICEUSDT,2021-09-27,14.34,42894191.28,-23.682810005321976,5
ALICEUSDT,2021-10-25,13.8,63319354.56,-3.765690376569031,5
ALICEUSDT,2021-11-22,21.15,95589735.33,53.260869565217384,5
ALICEUSDT,2021-12-20,15.13,29075279.78,-28.463356973995268,5
ALICEUSDT,2022-01-17,6.86,26312871.9,-54.65961665565102,5
ALICEUSDT,2022-02-14,7.07,37096322.28,3.0612244897959107,5
ALICEUSDT,2022-03-14,6.22,23644425.28,-12.022630834512027,5
ALICEUSDT,2022-04-11,6.49,16729020.2,4.3408360128617485,5
ALICEUSDT,2022-05-09,2.89,60845013.33,-55.46995377503852,5
ALICEUSDT,2022-06-06,2.169,36834209.57,-24.948096885813154,5
ALICEUSDT,2022-07-04,2.238,17025981.99,3.181189488243419,5
ALICEUSDT,2022-08-01,2.794,19449878.53,24.843610366398572,5
ALICEUSDT,2022-08-29,2.123,11972750.8,-24.015748031496052,5
ALICEUSDT,2022-09-26,1.661,14023339.63,-21.761658031088093,5
ALICEUSDT,2022-10-24,1.713,16288925.48,3.130644190246845,5
ALICEUSDT,2022-11-21,1.241,14290838.16,-27.553998832457673,5
ALICEUSDT,2022-12-19,1.073,5773768.97,-13.537469782433531,5
ALICEUSDT,2023-01-16,1.593,23547848.35,48.462255358807084,5
ALICEUSDT,2023-02-13,1.913,19986010.98,20.087884494664166,5
ALICEUSDT,2023-03-13,1.665,17873486.44,-12.963930998431783,5
ALICEUSDT,2023-04-10,1.795,12030755.92,7.8078078078078095,5
ALICEUSDT,2023-05-08,1.255,8491519.9,-30.08356545961003,5
ALICEUSDT,2023-06-05,0.852,12951260.0,-32.11155378486056,5
ALICEUSDT,2023-07-03,0.999,8754378.21,17.253521126760575,5
ALICEUSDT,2023-07-31,0.946,7656189.66,-5.305305305305308,5
ALICEUSDT,2023-08-28,0.731,11129571.9,-22.72727272727273,5
ALICEUSDT,2023-09-25,0.763,10256457.93,4.377564979480164,5
ALICEUSDT,2023-10-23,0.901,20025387.56,18.08650065530799,5
ALICEUSDT,2023-11-20,1.221,50620052.3,35.51609322974474,5
ALICEUSDT,2023-12-18,1.543,24093879.07,26.37182637182636,5
ALICEUSDT,2024-01-15,1.171,11095909.66,-24.10887880751782,5
ALICEUSDT,2024-02-12,1.359,12339345.06,16.054654141759173,5
ALPHAUSDT,2020-11-02,0.05061,193250857.9,15.891916647584159,5
ALPHAUSDT,2020-11-30,0.25435,245359248.8,402.5686623196997,5
ALPHAUSDT,2020-12-28,0.28686,155589811.9,12.781600157263595,5
ALPHAUSDT,2021-01-25,2.04791,444386110.6,613.9057379906574,5
ALPHAUSDT,2021-02-22,1.24462,317322551.2,-39.22486828034435,5
ALPHAUSDT,2021-03-22,1.8003,189598218.9,44.64655878902797,5
ALPHAUSDT,2021-04-19,1.215,187971683.11,-32.51124812531244,5
ALPHAUSDT,2021-05-17,0.6512,226976969.31,-46.403292181069965,5
ALPHAUSDT,2021-06-14,0.5374,82435268.36,-17.47542997542998,5
ALPHAUSDT,2021-07-12,0.5153,241489899.66,-4.112393003349457,5
ALPHAUSDT,2021-08-09,1.0169,206447299.68,97.34135455074713,5
ALPHAUSDT,2021-09-06,1.1202,153785500.65,10.15832431900876,5
ALPHAUSDT,2021-10-04,0.9604,87961950.76,-14.265309766113198,5
ALPHAUSDT,2021-11-01,1.1639,120068397.0,21.18908788004996,5
ALPHAUSDT,2021-11-29,0.755,122318778.58,-35.131884182489905,5
ALPHAUSDT,2021-12-27,0.6978,30288483.0,-7.5761589403973595,5
ALPHAUSDT,2022-01-24,0.3769,45294862.98,-45.98738893665807,5
ALPHAUSDT,2022-02-21,0.3061,107296222.3,-18.78482356062616,5
ALPHAUSDT,2022-03-21,0.3839,369842229.0,25.41653054557336,5
ALPHAUSDT,2022-04-18,0.3544,211506127.0,-7.684292784579327,5
ALPHAUSDT,2022-05-16,0.1647,161999449.0,-53.52708803611738,5
ALPHAUSDT,2022-06-13,0.1101,115006537.0,-33.1511839708561,5
ALPHAUSDT,2022-07-11,0.1264,138864994.0,14.804722979109908,5
ALPHAUSDT,2022-08-08,0.1549,80473871.0,22.54746835443038,5
ALPHAUSDT,2022-09-05,0.1299,78737984.0,-16.13944480309879,5
ALPHAUSDT,2022-10-03,0.1206,78281517.0,-7.1593533487297805,5
ALPHAUSDT,2022-10-31,0.1286,269664112.0,6.633499170812596,5
ALPHAUSDT,2022-11-28,0.0917,79205559.0,-28.69362363919128,5
ALPHAUSDT,2022-12-26,0.0644,54159962.0,-29.77099236641222,5
ALPHAUSDT,2023-01-23,0.1534,346276002.0,138.19875776397515,5
ALPHAUSDT,2023-02-20,0.1414,401514835.0,-7.822685788787487,5
ALPHAUSDT,2023-03-20,0.1056,70274520.0,-25.318246110325315,5
ALPHAUSDT,2023-04-17,0.1036,146355084.0,-1.8939393939393923,5
ALPHAUSDT,2023-05-15,0.101,72713934.0,-2.5096525096525046,5
ALPHAUSDT,2023-06-12,0.1096,579089689.0,8.514851485148501,5
ALPHAUSDT,2023-07-10,0.1028,110785791.0,-6.204379562043794,5
ALPHAUSDT,2023-08-07,0.1003,47421801.0,-2.4319066147859947,5
